RT,SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FHICOVP,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB
P,246946,2,103,11,1001264,67,86,1,,,2,2,2,1,1,,,2,,,2,,,1,1,1,1,1,2,2,500,,,,2,1,2,2,1,2,1949,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,22,0,2,0,5000,0,,3,,2,,4,999,999,,1,,,6,1,3501,,1,1,,,,,,,1,,1,,0,,4,0,5500,37,374,,,1,1,2,2,2,2,0,0,1,0,1,0,0,0,0,2,2,,,,,1
P,247008,1,103,11,1001264,39,84,1,,,2,2,2,2,1,,,2,,,2,,,1,2,2,2,2,2,2,0,,,,2,2,2,2,2,2,1962,1,4,,,,,,,,,,2,3,2,2,3,0,0,0,68000,1,,19,0,2,0,0,0,,3,,2,,1,902,999,,1,,,6,0,,,1,1,,,,,,,3,,1,,0,,4,0,68000,45,501,,,1,2,2,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,247546,1,102,11,1001264,37,19,1,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,0,20,,10,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,3,15,18,0,1,0,0,6200,15,1,3,,,4,999,999,,2,,,1,1,,,1,1,8680,146,91,,790,23,6,722Z,1,,0,4030,,6200,6200,23,,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,,,,,352021,,1
P,248217,1,104,11,1001264,18,22,1,,1,2,2,2,2,2,,,2,,,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,16,0,1,,17,0,1,0,0,0,,2,,,,1,902,999,,2,,,6,0,,,1,1,6170,,,,100,11,6,484,1,,0,9620,,0,0,11,,,,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,537062,,1
P,248471,1,102,11,1001264,55,94,1,,,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,0,,,,2,2,2,2,2,2,1963,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,55000,1,,22,0,2,0,13200,0,,3,,2,,1,902,999,,2,,,6,0,2304,,1,1,,,,,,,3,,1,,0,,4,0,68200,11,501,,,1,1,3,2,2,2,0,0,1,0,1,0,0,0,0,2,2,,,,,1
P,248471,2,102,11,1001264,68,64,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,30,1,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,16,0,1,0,0,23000,40,1,1,1,,1,902,999,,2,1,,1,0,,,1,1,4670,76,31,,,,6,4411,1,,0,5240,,23000,23000,37,501,1000,24,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,434051,,1
P,248765,1,103,11,1001264,62,87,1,,,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,,,,2,3,2,2,1,2,1954,1,4,,,,,,,,,,3,5,2,2,2,0,0,0,1100,1,,21,0,2,0,0,0,,3,,2,,1,902,999,,2,,,6,0,5507,,1,1,,,,,,,4,,1,,0,,4,0,1100,22,9,,,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,1,2,,,,,1
P,249045,1,102,11,1001264,159,40,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,35,1,1,2,1,2,2,2,2,2012,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,50000,40,1,1,1,,3,996,999,,2,1,,1,0,,,1,1,8080,107,61,,1000,24,1,6213ZM,1,,0,3500,1,50000,50000,36,501,100,11,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,292061,,1
P,249045,2,102,11,1001264,189,47,4,2011,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,10,,9,1,1,2,2,2,2,2012,3,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,19,0,1,0,0,55000,40,1,1,1,1991,1,599,999,6,2,,,1,0,,,1,1,8080,78,37,793,1000,24,1,6213ZM,2,,0,430,,55000,55000,447,501,100,11,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,119XXX,,6
P,249045,3,102,11,1001264,164,4,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,2,,2,2,2,,2,,,,,,,,,1,902,999,,2,,1,,0,,,1,1,,,,,1000,24,,,1,2,1,,,,,24,501,,,1,2,2,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,249105,1,103,11,1001264,40,48,1,,5,2,1,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,25000,50,,4,2,1,2,2,1,2,2011,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,72000,65,1,1,1,,2,129,148,,1,,,1,0,5506,,1,1,9370,96,47,,,,1,9211MP,1,,0,430,4,72000,97000,39,501,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,119XXX,,1
P,249105,2,103,11,1001264,37,51,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,42100,20,1,1,2,1,2,2,1,2,2011,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,22,0,2,0,0,147000,40,1,1,1,,1,50,999,,2,1,,1,0,5504,4801,1,1,9590,92,49,,,,1,928P,1,,0,4320,4,147000,189100,51,501,1300,51,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,391021,,1
P,250424,1,104,11,1001264,193,71,1,,,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,1300,,,,2,1,2,2,1,2,1963,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,19,0,2,0,2000,0,,3,,2,,3,996,999,,2,,,6,0,,,1,1,,,,,,,1,,1,,0,,4,0,3300,11,37,,,1,1,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,250424,2,104,11,1001264,181,72,1,,,2,2,1,2,2,,,2,,,2,,,1,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1963,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,14,0,1,0,2000,0,,3,,2,,3,996,999,,1,,,6,0,,,1,1,,,,,,,1,,1,,0,,,0,2000,11,37,,,1,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,251078,1,105,11,1001264,33,32,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,10,,4,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,23,0,1,0,0,135000,45,1,1,1,,1,195,999,,2,,,1,0,5200,5505,1,1,9470,107,66,,,,6,92MP,1,,0,2100,,135000,135000,36,501,100,11,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,2310XX,,1
P,251125,1,101,11,1001264,122,54,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,3000,15,1,1,2,1,2,2,1,2,1987,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,162000,60,1,1,1,,1,195,999,,2,1,,1,0,6402,,1,1,9590,91,49,,,,1,928P,1,,0,10,4,162000,165000,36,501,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,1110XX,,1
P,251125,2,101,11,1001264,125,54,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,1987,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,21,0,1,0,0,40000,70,1,1,1,,1,195,999,,2,1,,1,0,6402,,1,1,6970,110,67,,,,1,52M2,1,,0,4710,,40000,40000,26,501,100,11,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,411012,,1
P,251125,3,101,11,1001264,59,22,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,1,,19,0,1,0,0,0,,2,,2,,1,195,999,,2,,,6,0,,,1,1,8680,,,,,,6,722Z,1,,0,4020,,0,0,9,501,,,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,352010,,1
P,251125,4,101,11,1001264,155,82,1,,7,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,3,2,2,1,2,1957,1,4,,,,,,,,,,2,5,2,2,3,0,0,8,0,1,,23,0,2,0,14000,0,,2,,2,,1,195,999,,2,,,6,0,5501,,1,1,7270,,,,,,4,5411,1,,0,2100,4,0,14000,36,501,,,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,2310XX,,1
P,251249,1,103,11,1001264,20,36,5,,1,2,2,2,2,2,,,2,1,,2,,,1,1,2,2,2,2,2,0,,,,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,2,16,21,300,1,0,0,5000,35,1,4,,2000,4,999,999,7,2,,,3,1,6203,,1,1,8680,,,791,3300,25,6,722Z,2,,0,4110,,5300,5300,427,,,,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,353031,,6
P,253097,1,104,11,1001264,155,62,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,45,,2,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,17,0,1,0,0,25000,32,1,1,1,,1,902,999,,2,,,1,0,,,1,1,8660,73,25,,,,6,7211,1,,0,4220,,25000,25000,11,203,100,11,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,37201X,,1
P,253135,1,104,11,1001264,69,28,1,,2,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,45,,2,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,53000,45,1,2,1,,1,902,999,,2,,,1,0,5501,,1,1,7780,115,67,,,,6,561M,1,,0,2016,4,53000,53000,17,430,100,11,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,1,2,,,211093,,1
P,253386,1,105,11,1001264,69,42,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,,,,2,1,2,2,2,2,2012,1,4,,,,,,,,,,3,1,1,3,1,3600,0,0,0,1,,22,0,1,0,0,38000,45,1,5,2,,1,902,999,,2,,,3,0,6203,,1,1,7380,,,,,,1,5415,1,,0,840,,38000,41600,18,501,,,1,2,2,2,2,2,0,0,1,0,1,0,0,0,0,2,2,,,132051,,1
P,253386,2,105,11,1001264,58,36,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,35,1,1,2,1,2,2,1,2,2012,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,22,0,2,0,0,80000,40,1,1,1,,1,902,999,,2,1,,1,0,5402,,1,1,770,131,82,,,,1,23,1,,0,1360,4,80000,80000,39,501,100,11,1,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,2,,,172051,,1
P,253587,1,101,11,1001264,61,19,1,,3,2,2,2,2,2,,,2,,,,,,2,2,2,2,1,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,3,15,19,0,1,0,0,2600,60,1,5,,,4,999,999,,2,,,3,1,,,1,1,8590,,,,,,6,713Z,1,,0,7630,,2600,2600,6,,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,4990XX,,1
P,254066,1,103,11,1001264,69,43,4,1984,1,2,2,2,2,2,,,2,,2,2,,,2,1,2,2,2,2,2,7700,,,11,2,1,2,2,1,2,2005,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,37000,14,1,3,1,1972,1,690,999,4,2,,,1,0,1501,,1,1,7390,,,,,,1,5416,2,,0,710,3,37000,44700,238,501,100,11,1,2,4,6,55,10,0,1,0,0,1,0,0,0,0,1,2,,,131111,,4
P,254066,2,103,11,1001264,37,41,1,,6,2,2,2,2,2,,,2,,,2,,,2,1,2,2,2,2,2,600,30,,4,2,1,2,2,2,2,2005,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,22,100000,1,0,0,0,40,1,1,1,,2,21,32,,2,,,1,0,6402,,1,1,9170,118,73,,,,1,813M,1,,0,420,,100000,100600,26,501,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,119151,,1
P,254066,3,103,11,1001264,47,8,1,,,2,2,2,,2,,,2,,,,,,2,1,2,2,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,5,5,,2,,,,,,,,,2,690,21,,2,,1,,0,,,1,1,,,,,,,,,1,3,1,,,,,11,501,,,1,2,2,9,68,24,0,1,0,0,2,0,0,1,1,,,,,,,1
P,254066,4,103,11,1001264,41,5,1,,,2,2,2,,2,,,2,,,,,,2,1,2,2,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,1,2,,1,,,,,,,,,2,690,21,,2,,1,,0,,,1,1,,,,,,,,,1,3,1,,,,,11,501,,,1,2,1,9,68,24,0,1,0,0,2,0,0,1,1,,,,,,,1
P,254309,1,101,11,1001264,57,70,1,,4,2,2,2,2,2,,2,2,,,2,,,1,2,2,2,2,2,2,0,35,1,1,2,1,2,2,2,2,2005,1,2,0,0,0,0,1,0,0,0,0,3,5,3,3,3,0,0,0,0,1,,21,0,1,0,0,45000,40,1,1,1,,1,22,999,,2,1,,1,0,2599,,1,1,9570,95,49,,,,1,92M2,1,,0,3540,,45000,45000,11,464,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,1,,,299000,13,1
P,254309,2,101,11,1001264,57,61,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,,,,2,1,2,2,2,2,2005,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,8500,1,,22,0,2,0,8500,0,,2,,2,,2,148,142,,2,,,6,0,3602,,1,1,9570,,,,,,1,92M2,1,,0,2430,4,0,17000,39,464,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,254021,,1
P,254309,3,101,11,1001264,50,22,1,,3,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0,0,4,0,1,,19,0,2,0,0,24000,40,1,6,2,,2,142,148,,2,,,6,0,,,1,1,8370,,,,500,35,6,6241,1,,0,4250,4,24000,24000,11,464,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,373010,,1
P,254321,1,104,11,1001264,86,49,1,,1,2,2,2,2,2,,,2,,2,1,5,1,1,2,2,2,2,2,2,0,25,1,1,2,1,2,2,1,2,2002,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,20,0,2,0,0,75000,40,1,3,1,,1,902,999,,2,1,,1,1,,,1,1,7570,93,49,,,,1,55,1,,0,5700,4,75000,75000,36,501,1100,24,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,436010,,1
P,254321,2,104,11,1001264,63,55,1,,1,2,2,2,2,2,,2,2,,,1,5,1,1,2,2,2,2,2,2,0,30,1,1,2,1,2,2,3,2,2002,1,2,0,0,1,0,0,0,0,0,0,3,5,3,3,3,0,0,1,0,1,,18,0,1,0,0,95000,40,1,3,1,,1,902,999,,2,1,,1,0,,,1,1,6180,82,37,,,,1,485M,1,,0,2340,,95000,95000,11,501,51256,51,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,253000,12,1
P,254321,3,104,11,1001264,89,24,1,,1,2,2,2,2,2,,,2,,1,,,,2,2,2,1,2,2,2,0,30,,2,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,16,0,2,0,0,4000,25,1,4,1,,1,902,999,,2,,,1,0,,,1,1,6370,106,61,,,,6,491,1,,0,5560,3,4000,4000,10,501,100,11,2,1,4,2,2,2,0,0,1,0,1,0,0,0,0,,,1,3,435053,,1
P,254321,4,104,11,1001264,49,7,1,,,2,2,2,,2,,,2,1,,,,,1,2,2,1,2,2,2,,,,,1,5,,,,,,1,,,,,,,,,,,,,,,,,,7,,2,3,4,,1,,,,,,,,,2,902,261,,2,,7,,0,,,1,3,,,,625,,,,,1,7,0,,,,,10,501,,,1,1,1,9,68,38,0,0,1,0,2,0,1,0,1,,,1,5,,,1
P,254321,5,104,11,1001264,114,0,1,,,,2,2,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,2,,,,,,,,,1,902,999,,2,,7,,0,,,1,1,,,,,,,,,1,7,0,,,,,11,501,,,2,1,3,2,2,2,0,0,1,0,1,0,0,0,1,,,1,5,,,1
P,254396,1,104,11,1001264,78,29,1,,,2,2,2,2,1,,,2,,2,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,4500,0,0,2,14,14,0,2,0,8800,0,,3,,2,,3,996,999,,1,,,6,0,,,1,1,,,,,,,6,,1,,0,,1,0,13300,11,81,,,2,1,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,254396,2,104,11,1001264,86,5,1,,,2,2,2,,2,,,2,,,,,,2,2,2,1,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,1,1,,2,,,,,,,,,3,996,999,,2,,8,,0,,,1,1,,,,,,,,,1,7,1,,,,,11,81,,,2,1,4,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,254530,1,101,11,1001264,103,45,1,,5,2,2,2,2,2,4,1,2,,,2,,,1,2,2,2,1,2,2,35000,,,,2,1,2,2,1,2,2000,1,2,0,1,0,0,0,0,0,0,0,2,1,2,1,3,0,0,0,13200,1,,22,0,1,0,0,0,,2,,2,,2,32,22,,2,,,3,0,5505,,1,1,9590,,,,,,1,928P,1,,0,120,,0,48200,25,501,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,113031,4,1
P,254530,2,101,11,1001264,93,45,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,1,2,2,0,,,11,2,1,2,2,1,2,2000,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,21,0,2,0,0,180000,50,1,1,1,,2,32,21,,2,,,1,0,6200,,1,1,1680,,,,,,1,3152,1,,0,4850,2,180000,180000,50,501,100,11,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,414010,,1
P,254530,3,101,11,1001264,81,12,1,,,2,2,2,,2,,,2,,,,,,1,2,2,2,1,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,8,8,,1,,,,,,,,,2,32,22,,2,,1,,0,,,1,1,,,,,,,,,1,1,1,,,,,36,501,,,1,2,1,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
P,254530,4,101,11,1001264,81,9,1,,,2,2,2,,2,,,2,,,,,,1,2,2,2,1,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,6,6,,1,,,,,,,,,2,32,22,,2,,1,,0,,,1,1,,,,,,,,,1,1,1,,,,,51,501,,,1,2,2,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
P,254581,1,104,11,1001264,39,22,1,,1,2,2,2,2,2,,,2,,,,,,2,2,2,2,2,2,2,0,,,,2,1,2,2,1,2,2009,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,2,16,21,0,1,0,0,800,30,1,6,2,,4,999,999,,2,,,6,1,2400,,2,1,8680,,,,,,2,722Z,1,,0,4110,,800,800,11,6,,,2,2,4,2,2,2,0,0,1,0,1,0,0,0,0,1,2,,,353031,,1
P,254618,1,101,11,1001264,248,27,1,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,10,1,1,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,96000,46,1,1,1,,1,271,999,,2,1,,1,0,5504,3202,1,4,7390,84,43,,100,11,6,5416,1,,0,710,4,96000,96000,34,501,1300,51,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,131111,,1
P,254618,2,101,11,1001264,176,24,5,,1,2,2,2,2,2,,,2,,,,,,2,1,2,1,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,3,3,0,0,12,0,3,16,21,0,1,0,0,0,,2,,2,2011,1,931,999,7,2,,,6,1,3301,,1,1,6670,,,,100,11,6,515,2,,0,4430,,0,0,301,0,,,1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,393090,,7
P,255287,1,105,11,1001264,20,17,1,,,2,2,2,2,2,,,2,,,,,,1,2,2,1,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,780,0,16,0,3,14,14,0,1,0,0,0,,3,,,,1,97,999,,2,,,6,0,,,1,1,,,,,400,24,6,,1,,0,,,0,780,45,,,,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,,,1
P,255420,1,105,11,1001264,198,64,1,,6,2,2,2,2,2,,,2,,,2,,,2,1,2,2,2,2,2,3000,,,11,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,20000,1,0,0,0,30,1,1,1,,2,998,148,,2,,,1,0,2102,,1,1,7490,,,,,,6,5419Z,1,,0,10,,20000,23000,42,186,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,1110XX,,1
P,255517,1,102,11,1001264,176,48,1,,5,1,1,1,1,1,,,1,,2,2,,,1,2,2,2,2,2,2,0,25,,4,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,98000,55,1,1,1,,1,902,999,,1,,,1,0,,,1,1,8570,95,51,,100,11,6,712,1,,0,726,4,98000,98000,11,501,100,11,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,131131,,1
P,255517,2,102,11,1001264,231,24,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,60,,4,2,5,,,,,,3,4,,,,,,,,,,3,1,1,3,1,0,0,2,0,1,,19,0,1,0,0,17000,35,1,1,1,,1,902,999,,2,,,1,0,,,1,1,4890,64,16,,100,11,6,4442,1,,0,4760,,17000,17000,11,501,100,11,1,2,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,412031,,1
P,256369,1,101,11,1001264,46,70,1,,7,2,2,2,2,2,,2,2,1,,2,,,2,2,1,2,2,2,2,100000,,,,1,1,2,2,1,2,1968,1,2,0,0,0,1,0,0,0,0,0,2,1,2,2,3,0,0,0,0,1,,23,0,1,0,16000,0,,2,,2,,4,999,999,,2,,,6,0,2400,,1,1,7270,,,620,,,1,5411,1,,0,2100,,0,116000,36,501,,,2,1,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,2310XX,6,1
P,256369,2,101,11,1001264,42,70,1,,,2,2,2,2,2,,,2,1,,2,,,2,2,1,2,2,2,2,100000,,,,1,1,2,2,1,2,1968,1,4,,,,,,,,,,2,1,2,2,3,0,0,1,0,1,,22,0,2,0,13000,0,,3,,2,,4,999,999,,2,,,6,0,2304,,1,1,,,,625,,,1,,1,,0,,4,0,113000,36,501,,,2,1,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,,,1
P,257215,1,103,11,1001264,28,32,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,50,1,1,2,1,2,2,1,2,2011,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,1,0,0,200000,75,1,1,1,,1,615,999,,2,1,,1,0,2102,,1,1,7380,92,43,,,,1,5415,1,,0,4840,,200000,200000,26,501,59300,51,1,2,3,6,38,4,0,1,0,0,1,0,0,0,0,1,2,,,413099,,1
P,257215,2,103,11,1001264,32,29,1,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,135,,5,2,1,2,2,1,2,2011,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,21,0,2,0,0,100000,85,1,1,1,,1,615,999,,2,,,1,0,5501,,1,1,7390,94,19,,,,1,5416,1,,0,710,4,100000,100000,1,501,3800,36,1,2,4,6,38,4,0,1,0,0,1,0,0,0,0,1,2,,,131111,,1
P,257388,1,104,11,1001264,31,17,1,,,2,2,2,2,2,,,2,,2,,,,2,2,2,1,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,2,13,14,0,2,0,0,0,,3,,2,,1,902,999,,2,,,6,0,,,1,1,,,,,100,10,6,,1,,0,,,0,0,42,0,,,2,1,2,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,257533,1,103,11,1001264,79,69,1,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,2,2,2,3,0,0,0,0,1,,16,0,2,0,11200,0,,3,,2,,1,902,999,,2,,,6,0,,,1,1,,,,,,,6,,1,,0,,4,0,11200,11,98,,,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,257814,1,105,11,1001264,68,21,1,,,2,2,2,2,2,,,2,,2,,,,2,1,2,2,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,3,15,19,0,2,0,0,0,,3,,,,1,902,999,,2,,,6,0,,,1,1,,,,,51256,51,6,,1,,0,,,0,0,51,,,,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,258682,1,105,11,1001264,88,20,1,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,3,15,19,0,1,0,0,0,,2,,2,,2,50,32,,2,,,6,0,,,1,1,8590,,,,900,24,6,713Z,1,,0,2720,,0,0,24,,,,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,272020,,1
P,258759,1,105,11,1001264,40,60,1,,5,2,2,2,2,2,,,2,,,2,,,1,1,2,2,2,2,2,8000,,,,2,1,2,2,1,2,1978,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,25600,1,,19,0,2,0,0,137000,40,1,3,2,,2,903,939,,2,,,6,0,,,1,1,9490,,,,,,1,92M1,1,,0,5000,4,137000,170600,11,501,,,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,431011,,1
