RT,SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FHICOVP,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB
P,1091,1,105,11,1001264,91,57,1,,2,2,2,2,2,2,,,2,1,,2,,,1,1,2,2,2,2,2,90,5,,10,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,1,0,0,102000,50,1,1,1,,1,50,999,,2,,,1,0,1501,,1,1,9170,104,64,625,100,11,6,813M,1,,0,420,,102000,102090,48,501,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,119151,,1
P,1213,1,104,11,1001264,156,34,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,2007,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,19,0,2,0,0,39000,40,1,1,1,,1,903,999,,2,1,,1,0,,,1,1,6370,74,31,,,,1,491,1,,0,5540,3,39000,39000,10,308,100,11,1,2,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,435051,,1
P,1213,2,104,11,1001264,167,34,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,2007,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,16,0,1,0,0,35000,40,1,1,1,,1,903,999,,2,1,,1,0,,,1,1,8660,89,46,,,,1,7211,1,,0,4220,,35000,35000,45,308,100,11,1,2,2,2,2,2,0,0,1,0,1,0,0,0,0,,,,,37201X,,1
P,1213,3,104,11,1001264,129,7,1,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,4,4,,2,,,,,,,,,1,903,999,,2,,1,,0,,,1,1,,,,,,,,,1,1,1,,,,,11,308,,,1,2,2,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,1213,4,104,11,1001264,217,2,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,1,903,999,,2,,1,,0,,,1,1,,,,,,,,,1,1,1,,,,,11,308,,,1,2,3,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,1326,1,101,11,1001264,92,20,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,17,0,3,15,19,0,1,0,0,1100,18,1,5,2,,2,271,142,,2,,,6,0,,,1,4,5380,,,,,,6,45211,1,,0,4720,,1100,1100,17,,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,412010,,1
P,1592,1,101,11,1001264,36,51,5,,5,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,0,20,3,1,1,1,2,2,1,2,2005,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,24,0,2,0,0,160000,40,1,1,1,1998,1,221,999,6,2,3,,1,0,5404,,1,6,6890,92,49,625,,,1,522M,2,,0,4820,2,160000,160000,311,501,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,413031,,3
P,1592,2,101,11,1001264,58,62,4,2000,5,2,2,2,2,2,,,2,2,,2,,,1,2,2,2,2,2,2,0,,,11,1,1,2,2,2,2,2005,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,24,0,1,0,0,40000,50,1,6,1,2001,1,233,999,7,2,,,1,0,3700,,1,15,9590,,,625,,,1,928P,2,,0,1800,,40000,40000,363,501,100,11,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,193011,,3
P,1592,3,101,11,1001264,34,12,1,,,2,2,2,,2,,,2,1,,,,,1,2,2,2,2,2,2,,,,,1,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,9,10,,2,,,,,,,,,2,221,233,,2,,1,,0,,,1,15,,,,625,,,,,1,4,1,,,,,11,501,,,1,2,3,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
P,1592,4,101,11,1001264,41,9,3,,,2,2,2,,2,,,2,1,,,,,1,2,2,2,2,2,2,,,,,1,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,3,6,7,,1,,,,,,,,2008,2,221,233,7,2,,1,,0,,,1,6,,,,625,,,,,1,4,1,,,,,109,501,,,1,2,1,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,5
P,1768,1,101,11,1001264,120,30,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,30,1,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,1,0,0,110000,60,1,1,1,,1,22,999,,2,1,,1,0,5506,,1,1,7390,88,43,,,,6,5416,1,,0,430,,110000,110000,11,501,1000,24,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,119XXX,,1
P,2063,1,102,11,1001264,265,34,5,,6,2,2,2,2,2,,,2,2,,2,,,2,2,2,2,2,2,2,0,40,2,1,1,1,2,2,1,2,1998,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,12,50000,1,0,0,0,35,1,1,1,1999,1,226,999,6,2,2,,1,0,,,2,11,770,78,31,625,,,1,23,2,,0,6200,,50000,50000,312,315,100,11,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,471011,,3
P,2063,2,102,11,1001264,172,32,5,,6,2,2,2,2,2,,,2,3,2,2,,,1,2,2,1,2,2,2,0,,,,1,1,2,2,1,2,1998,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,12,0,2,0,0,0,,2,,2,2001,1,226,999,7,2,,,6,0,,,1,11,9290,,,625,,,1,814,2,,0,4230,3,0,0,312,315,,,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,372012,,3
P,2063,3,102,11,1001264,178,8,1,,,2,2,2,,2,,,2,1,,,,,2,2,2,1,2,2,2,,,,,1,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,5,5,,2,,,,,,,,,1,226,999,,2,,2,,0,,,1,11,,,,625,,,,,1,4,1,,,,,11,315,,,2,1,3,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
P,2063,4,102,11,1001264,330,4,1,,,,2,2,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,1,1,,2,,,,,,,,,1,226,999,,2,,2,,0,,,1,11,,,,,,,,,1,4,1,,,,,11,315,,,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
P,2063,5,102,11,1001264,292,36,5,,6,2,2,2,2,2,,,2,3,,2,,,2,2,2,2,2,2,2,0,40,1,1,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,10,0,1,,12,30000,1,0,0,0,35,1,1,1,2010,1,226,999,7,2,1,,1,0,,,2,11,770,78,31,625,,,6,23,2,,0,6230,,30000,30000,312,315,100,11,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,472031,,3
P,2063,6,102,11,1001264,207,19,5,,6,2,2,2,2,2,,,2,4,,,,,2,2,2,2,2,2,2,0,40,2,1,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,10,0,1,,12,25000,1,0,0,0,35,1,1,1,2012,1,226,999,7,2,2,,1,0,,,2,11,770,78,31,625,,,6,23,2,,0,6230,,25000,25000,312,315,100,11,2,2,2,1,1,1,0,0,0,0,1,0,0,1,0,,,,,472031,,3
P,2448,1,102,11,1001264,106,30,1,,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,4,45,1,1,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,2,0,0,92000,45,1,1,1,,2,50,129,,2,1,,1,0,5506,1901,1,1,7390,249,135,625,100,11,6,5416,1,,0,710,4,92000,92004,17,501,1100,24,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,131111,,1
P,2702,1,105,11,1001264,59,20,1,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,3,15,19,0,2,0,0,3200,30,1,6,,,4,999,999,,2,,,6,1,,,1,1,6480,,,,,,6,5111Z,1,,0,5940,,3200,3200,53,,,,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,,,,,439XXX,,1
P,2979,1,105,11,1001264,54,39,1,,2,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,10,,10,2,4,2,2,1,2,2008,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,23,0,2,0,0,105000,50,1,1,1,,1,416,999,,2,,,1,0,2601,,1,1,9170,114,73,,100,11,5,813M,1,,0,2100,4,105000,105000,24,501,100,11,1,2,4,9,68,24,0,1,0,0,2,0,0,1,0,1,2,,,2310XX,,1
P,3748,1,105,11,1001264,76,40,1,,6,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,200,,,11,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,142000,2,0,0,0,40,1,1,1,,1,50,999,,2,,,1,0,3301,,1,1,9170,,,,,,6,813M,1,,0,820,4,142000,142200,11,501,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,132031,,1
P,4200,1,104,11,1001264,102,94,1,,,2,2,2,2,2,,,2,,,2,,,2,1,1,2,2,2,2,0,,,,2,2,2,2,1,2,1946,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,11,0,2,0,11100,0,,3,,2,,1,902,999,,2,,,6,0,,,1,1,,,,,,,3,,1,,0,,4,0,11100,37,97,,,1,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,4416,1,104,11,1001264,86,28,1,,2,2,2,2,2,2,,,2,,1,,,,2,2,2,1,2,2,2,0,30,3,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,120,0,0,1,,18,0,2,0,0,30000,40,1,1,1,,2,50,919,,2,3,,1,0,,,1,1,9170,94,49,,,,6,813M,1,,0,5700,3,30000,30120,11,158,100,11,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,436010,,1
P,4416,2,104,11,1001264,89,9,1,,,2,2,2,,2,,,2,,,,,,2,2,2,1,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,2,5,5,,2,,,,,,,,,2,50,918,,2,,7,,0,,,1,1,,,,,,,,,1,7,1,,,,,24,158,,,2,1,4,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,4416,3,104,11,1001264,122,0,1,,,,2,2,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,2,50,918,,2,,7,,0,,,1,1,,,,,,,,,1,7,1,,,,,11,158,,,2,1,2,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,4416,4,104,11,1001264,116,31,1,,1,2,2,2,2,2,,,2,,,2,,,2,2,1,1,2,2,2,0,5,1,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,13,0,1,,16,0,1,0,0,5000,40,1,1,1,,4,999,999,,2,1,,1,1,,,1,1,8680,95,55,,,,6,722Z,1,,0,4020,,5000,5000,11,40,1090,13,2,1,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,352010,,1
P,4655,1,101,11,1001264,58,70,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1983,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,33600,1,,24,0,1,0,24000,26000,40,1,4,2,,2,50,22,,2,,,6,1,5007,,1,1,7390,,,,,,1,5416,1,,0,1700,,26000,83600,31,501,,,1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,192010,,1
P,4655,2,101,11,1001264,53,68,1,,6,2,2,2,2,2,,,2,,,2,,,1,2,1,2,2,2,2,0,,,11,2,1,2,2,1,2,1983,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,24,35000,2,0,0,0,20,1,5,1,,1,153,999,,2,,,1,1,3301,,1,1,7390,,,,,,1,5416,1,,0,60,4,35000,35000,42,501,100,11,1,1,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,112031,,1
P,4666,1,101,11,1001264,121,83,1,,,2,2,2,2,1,,,2,,,2,,,2,2,1,2,1,2,2,0,,,,2,3,2,2,1,2,1953,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,28800,1,,21,0,2,0,10600,0,,3,,2,,1,939,999,,1,,,6,1,3301,,1,1,,,,,1000,24,4,,1,,0,,4,0,39400,36,347,,,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,,,1
P,5022,1,104,11,1001264,18,31,1,,3,2,2,2,2,2,,,2,,,2,,,2,2,2,1,2,2,2,0,45,,2,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,1,,19,0,1,0,0,2000,40,1,6,1,,1,902,999,,2,,,1,0,,,1,1,8380,88,40,,100,11,6,6242,1,,0,4220,,2000,2000,11,16,100,11,2,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,37201X,,1
P,5352,1,103,11,1001264,28,32,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,2500,25,,10,2,1,2,2,1,2,2011,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,1,0,0,97000,60,1,1,1,,2,20,111,,2,,,1,0,5506,,1,1,9370,99,55,,,,1,9211MP,1,,0,430,,97000,99500,27,501,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,119XXX,,1
P,5352,2,103,11,1001264,31,36,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,2500,,,,2,1,2,2,1,2,2011,1,4,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,22,0,2,0,0,0,,2,,2,,2,22,50,,2,,,6,0,1902,,1,1,6470,,,,,,1,51111,1,,0,2810,1,0,2500,6,501,,,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,273020,,1
P,5352,3,103,11,1001264,50,1,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,2,20,22,,2,,2,,0,,,1,1,,,,,,,,,1,1,1,,,,,11,501,,,1,2,3,1,1,1,0,0,0,0,1,0,0,1,1,,,,,,,1
P,5928,1,101,11,1001264,64,36,1,,6,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,45,1,1,2,1,2,2,1,2,2009,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,38500,2,0,0,0,25,1,4,1,,2,87,32,,2,1,,1,0,3401,,1,1,9290,121,73,,,,1,814,1,,0,5700,4,38500,38500,11,501,1100,24,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,436010,,1
P,5928,2,101,11,1001264,75,39,1,,5,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,2009,1,4,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,21,0,1,0,0,118000,40,1,1,1,,2,50,111,,2,1,,1,0,5506,,1,1,9590,83,40,,,,1,928P,1,,0,5700,,118000,118000,24,501,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,436010,,1
P,6047,1,103,11,1001264,65,50,1,,,2,2,2,2,2,,,2,,2,2,,,2,2,2,1,2,2,2,0,,,,2,2,2,2,1,1,2000,1,4,,,,,,,,,,3,5,3,3,3,3800,0,0,0,1,,16,0,2,0,0,0,,3,,,,4,999,999,,2,,,6,1,,,1,1,,,,,,,3,,1,,0,,2,0,3800,11,63,,,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,6047,2,103,11,1001264,81,24,1,,1,2,2,2,2,2,,,2,,,,,,2,2,2,1,2,2,2,0,30,,2,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,3,15,19,0,1,0,0,12000,40,1,1,,,4,999,999,,2,,,1,1,,,1,1,7680,104,59,,,,6,5616,1,,0,3930,,12000,12000,11,63,100,11,2,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,339030,,1
P,6047,3,103,11,1001264,80,20,1,,9,2,2,2,2,2,,,2,1,,,,,2,2,2,1,2,2,2,0,,,,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,1,,20,0,1,0,0,0,,3,,,,4,999,999,,2,,,3,1,,,1,1,9920,,,620,,,6,9920,1,,0,9920,,0,0,11,63,,,2,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,999920,,1
P,6047,4,103,11,1001264,64,17,1,,,2,2,2,2,2,,,2,1,,,,,2,2,2,1,2,2,2,0,,,,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,2,0,2,15,18,0,1,0,0,0,,3,,,,4,999,999,,2,,8,6,1,,,1,1,,,,620,,,6,,1,7,1,,,0,0,11,63,,,2,1,2,2,2,2,0,0,1,0,1,0,0,0,1,,,,,,,1
P,7074,1,105,11,1001264,103,31,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,35,1,1,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,2,0,0,39600,40,1,1,1,,1,22,999,,2,1,,1,0,5506,,1,1,7070,110,64,,100,11,6,531,1,,0,5700,4,39600,39600,24,321,51255,51,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,,,436010,,1
P,7074,2,105,11,1001264,217,32,1,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,5,,10,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,13,0,1,,21,0,1,0,0,38100,35,1,1,1,,1,917,999,,2,,,1,0,6402,,1,1,8570,107,67,,100,11,6,712,1,,0,4710,,38100,38100,37,309,100,11,1,2,1,3,15,3,1,0,0,0,1,0,0,0,0,2,2,,,411012,,1
P,7258,1,103,11,1001264,42,21,1,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,0,,,,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,3,15,19,0,1,0,0,4000,30,1,5,,,1,902,999,,2,,,2,1,,,1,1,5090,,,,1200,45,6,447,1,,0,4720,,4000,4000,45,,,,1,2,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,412010,,1
P,8267,1,105,11,1001264,87,33,1,,1,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,20,,4,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,23,0,2,0,0,290000,60,1,1,1,,2,50,26,,2,,,1,0,3301,,1,1,7270,134,85,,,,6,5411,1,,0,2100,4,290000,290000,36,501,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,2310XX,,1
P,8592,1,105,11,1001264,37,25,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,15,,9,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,1,0,0,60000,40,1,3,1,,1,740,999,,2,,,1,0,2414,,1,1,7290,94,52,,8100,6,6,5413,1,,0,1360,,60000,60000,6,487,100,11,1,2,1,9,68,21,0,1,0,0,2,0,0,1,0,1,2,,,172051,,1
P,8858,1,103,11,1001264,63,38,1,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,15,1,1,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,21,0,1,0,0,120000,40,1,1,1,,2,51,939,,2,1,,1,0,6201,,1,1,7070,91,49,,,,6,531,1,,0,4920,,120000,120000,9,501,100,11,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,419020,,1
P,8858,2,103,11,1001264,96,34,1,,5,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,0,15,,2,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,5,0,1,,22,0,2,0,0,90000,40,1,1,1,,2,51,939,,2,,,1,0,6007,,1,1,9570,91,49,,,,6,92M2,1,,0,820,4,90000,90000,9,501,100,11,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,132031,,1
P,9080,1,101,11,1001264,102,94,1,,,1,2,2,1,1,,,2,,,2,,,2,1,1,2,2,2,2,11000,,,,2,3,2,2,1,2,1943,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,34400,1,,19,0,2,0,7200,0,,3,,2,,1,11,999,,1,,,6,0,,,1,1,,,,,,,4,,1,,0,,4,0,52600,6,284,,,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,,,1
P,9080,2,101,11,1001264,130,64,1,,,2,2,2,2,2,,,2,,,2,,,2,2,2,2,2,2,2,0,,,,2,5,,,,,,1,4,,,,,,,,,,2,5,2,2,3,0,0,2,0,1,,19,0,1,0,0,0,,3,,2,,1,11,999,,2,,,6,0,,,2,1,,,,,,,6,,1,,0,,,0,0,36,284,,,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,,,,,,,1
P,9080,3,101,11,1001264,126,58,3,,1,2,2,2,2,2,,,2,,,2,,,2,2,2,2,2,2,2,0,,,,2,3,2,2,2,2,1989,1,4,,,,,,,,,,2,1,2,1,3,0,0,2,0,1,,21,0,2,0,0,0,,2,,2,1957,1,11,999,2,2,,,3,0,1901,1902,2,1,7270,,,,,,4,5411,1,,0,5700,4,0,0,324,284,,,2,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,436010,,3
P,9316,1,102,11,1001264,135,82,1,,,2,1,2,1,1,,,2,,,2,,,2,2,1,2,1,2,2,0,,,,2,2,2,2,1,2,1995,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,10800,1,,16,0,2,0,0,0,,3,,2,,1,904,999,,1,,,6,0,,,1,1,,,,,,,3,,1,,0,,4,0,10800,36,95,,,1,1,2,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,10018,1,102,11,1001264,62,64,1,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,3,2,2,3,2,1984,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,19,0,2,0,16800,0,,3,,2,,1,902,999,,2,,,6,1,,,1,1,,,,,,,4,,1,,0,,4,0,16800,42,136,,,2,1,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,,,1
P,10032,1,103,11,1001264,16,54,1,,7,2,2,2,2,1,,,2,,,2,,,2,2,2,1,2,2,2,0,60,,4,2,3,2,2,2,2,1998,3,4,,,,,,,,,,3,5,3,3,3,0,0,17,0,1,,17,0,1,0,0,1000,55,1,6,1,,1,902,999,,1,,,1,0,,,1,1,8770,106,55,,1100,24,4,8111Z,1,,0,7200,,1000,1000,24,8,1100,24,2,1,3,2,2,2,0,0,1,0,1,0,0,0,0,,,,,493023,,1
P,10124,1,105,11,1001264,30,28,1,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,15,1,1,2,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,1500,0,0,0,1,,21,0,2,0,0,50000,40,1,1,1,,2,32,21,,2,1,,1,0,6206,,1,1,8590,117,75,,1200,24,6,713Z,1,,0,20,4,50000,51500,24,418,100,11,1,2,2,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,111021,,1
P,10652,1,101,11,1001264,38,80,1,,,2,2,2,2,2,,,2,,,2,,,2,2,1,2,2,2,2,0,,,,2,1,2,2,1,2,1956,1,4,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,21,0,2,0,0,0,,3,,2,,1,32,999,,2,,,6,0,3401,,1,1,,,,,,,1,,1,,0,,4,0,0,39,501,,,2,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,,,1
P,10652,2,101,11,1001264,36,83,1,,,2,2,2,2,2,,2,2,,,2,,,2,2,1,2,2,2,2,88000,,,,2,1,2,2,1,2,1956,1,2,0,0,0,0,1,0,0,0,0,2,5,2,2,3,0,0,1,0,1,,23,0,1,0,16000,0,,3,,2,,1,88,999,,2,,,6,0,6203,,1,1,,,,,,,1,,1,,0,,,0,104000,45,501,,,2,1,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,,13,1
P,11419,1,105,11,1001264,71,29,1,,5,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,190,25,,10,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,22,0,1,0,0,65000,40,1,1,1,,2,87,937,,2,,,1,0,6402,,1,1,6770,225,130,,,,6,51912,1,,0,1800,,65000,65190,48,501,100,11,1,2,3,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,193011,,1
P,11419,2,105,11,1001264,134,26,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,60,,4,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,12,0,1,,16,0,1,0,0,13000,40,1,1,,,4,999,999,,2,,,1,1,,,1,1,8680,106,55,,,,6,722Z,1,,0,4720,,13000,13000,24,105,1100,24,1,2,4,2,2,2,0,0,1,0,1,0,0,0,0,,,,,412010,,1
P,11419,3,105,11,1001264,111,26,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,50,12,,10,2,1,2,1,1,2,2015,1,4,,,,,,,,,,3,5,3,3,3,0,0,12,0,1,,22,0,1,0,0,56000,40,1,1,,,4,999,999,,2,,,1,1,6402,,1,1,7390,84,43,,,,2,5416,1,,0,710,,56000,56050,48,455,100,11,1,2,4,1,1,1,0,0,0,0,1,0,0,1,0,2,2,,,131111,,1
P,11419,4,105,11,1001264,86,24,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,35,,4,2,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,12,0,2,15,19,1200,1,0,0,20000,30,1,1,,,4,999,999,,2,,,1,1,,,1,1,8090,107,61,,,,6,6214,1,,0,3620,,21200,21200,11,172,1100,24,1,2,1,2,2,2,0,0,1,0,1,0,0,0,0,,,,,312020,,1
